1195.4952, 1195.4952, 1189.1433, 1182.8651, 1176.6583, 1170.5207, 1164.4502, 1158.4448, 1152.5027, 1152.5027, 
1193.463, 1193.463, 1187.6745, 1181.8298, 1175.9338, 1170.0068, 1164.0714, 1158.1493, 1152.263, 1152.263, 
1189.1965, 1189.1965, 1184.369, 1179.386, 1174.2026, 1168.8285, 1163.2906, 1157.6312, 1151.9058, 1151.9058, 
1184.3055, 1184.3055, 1180.4031, 1176.3135, 1171.9239, 1167.2187, 1162.2056, 1156.9226, 1151.4364, 1151.4364, 
1179.2434, 1179.2434, 1176.1866, 1172.9475, 1169.3425, 1165.3331, 1160.8998, 1156.0599, 1150.866, 1150.866, 
1174.2095, 1174.2095, 1171.92, 1169.4693, 1166.6062, 1163.2778, 1159.4389, 1155.0746, 1150.2081, 1150.2081, 
1169.3011, 1169.3011, 1167.712, 1165.9857, 1163.8103, 1161.1281, 1157.8729, 1153.9978, 1149.4754, 1149.4754, 
1164.5665, 1164.5665, 1163.6237, 1162.5621, 1161.0182, 1158.9382, 1156.2422, 1152.8537, 1148.6791, 1148.6791, 
1160.028, 1160.028, 1159.689, 1159.2396, 1158.2721, 1156.7474, 1154.5784, 1151.6619, 1147.831, 1147.831, 
1155.6934, 1155.6934, 1155.9264, 1156.0434, 1155.6007, 1154.5842, 1152.9059, 1150.44, 1146.9423, 1146.9423, 
