2571.2025, 2571.2025, 2500.9209, 2430.4733, 2359.8981, 2289.063, 2217.9883, 2146.8376, 2075.6322, 2075.632, 
4316.8635, 4316.8635, -3590.4792, -10890.78, -17050.742, -21920.818, -25531.649, -28067.594, -29769.882, -29769.881, 
12857.181, 12857.181, 5320.8638, -2672.7686, -10084.579, -16541.611, -21778.005, -25703.876, -28365.802, -28365.802, 
16171.074, 16171.074, 9538.7372, 1727.2402, -5877.8507, -12879.006, -18917.712, -23721.178, -27057.601, -27057.601, 
17285.188, 17285.188, 11574.453, 4167.4467, -3273.7214, -10365.764, -16753.712, -22079.676, -25874.158, -25874.158, 
17298.116, 17298.116, 12418.1, 5464.922, -1682.4078, -8652.8564, -15131.03, -20736.726, -24817.402, -24817.402, 
16724.839, 16724.839, 12559.168, 6049.436, -764.37585, -7513.3448, -13931.407, -19650.23, -23883.261, -23883.261, 
15837.397, 15837.397, 12270.149, 6170.6704, -308.84705, -6793.238, -13064.495, -18781.874, -23065.063, -23065.063, 
14788.223, 14788.223, 11713.219, 5978.9879, -179.26288, -6384.0038, -12459.726, -18098.271, -22354.652, -22354.652, 
13664.724, 13664.724, 10987.461, 5580.789, -281.81329, -6210.7646, -12065.852, -17571.365, -21742.439, -21742.439, 
