777.77781, 777.77781, 755.55559, 733.33337, 711.11114, 688.88892, 666.6667, 644.44448, 622.22226, 622.22226, 
777.64915, 777.64915, 755.48282, 733.29493, 711.0923, 688.88056, 666.66367, 644.4441, 622.22322, 622.22322, 
777.36801, 777.36801, 755.30251, 733.18831, 711.03409, 688.85148, 666.6506, 644.43913, 622.22204, 622.22204, 
776.99861, 776.99861, 755.0498, 733.02875, 710.94069, 688.80144, 666.62638, 644.42879, 622.21826, 622.21826, 
776.57998, 776.57998, 754.75243, 732.83298, 710.8203, 688.73341, 666.59159, 644.41298, 622.21162, 622.21162, 
776.1348, 776.1348, 754.42908, 732.6141, 710.68072, 688.65112, 666.54755, 644.39193, 622.20203, 622.20203, 
775.67637, 775.67637, 754.09216, 732.38175, 710.52839, 688.55816, 666.49582, 644.36612, 622.1895, 622.1895, 
775.21248, 775.21248, 753.7499, 732.14288, 710.36841, 688.45772, 666.438, 644.33614, 622.17413, 622.17413, 
774.74759, 774.74759, 753.40775, 731.90255, 710.20475, 688.35246, 666.37559, 644.30262, 622.1561, 622.1561, 
774.28419, 774.28419, 753.06934, 731.66436, 710.04039, 688.24458, 666.30993, 644.26619, 622.13562, 622.13562, 
